sentence1,sentence2,label
为什么开通不了,为什么我审核未通过？,1
为何我没微粒贷？,我咋没微粒贷,1
没有微利带,找不到申请,0
你好，请问提前还清，额度是及时回复的吗？我要多久可以再次申请,提前还清额度会马上,1
为什么app也没有,何时给我名额,0
微众银行app已下载安装但打开不了,为什么我开通不了微贷利,1
卡号变更了 更换了银行卡怎么处理？ 换卡,你好，可以换银行卡还款吗？,1
收款银行是哪家银行呢？,那些银行可以借,1
3，资格,1年了也等不到邀请的资格,0
微粒代,开通微米贷,0
你好  我刚才申请了一笔贷款  我该咋样取消,你好，刚才我有借款，还没有到，可以取消吗？,1
如何变更还款日,可以更改一次还款日期吗？,1
我一直都没有逾期，怎么今天借款失败？,为什么我额度没借完就借不出来了,1
密码错了次都已经第二天为什么还要等,是的我是按我支付密码输入的,0
为什么我的身份证输入，显示多次输入错误,我能借4万，却说是输入身份证次数多？,1
你电话多少,现在可以打电话过来给我吗？,0
我上个月的钱扣了吗,想问一下今天还款日，我的扣费了吗,1
可用额度,怎么查信用额度,1
借款为什么没有信,借款为什么迟迟没有放款,1
0.05%怎么,人工服务 申请提额,0
我借现金,可以支付宝取现吗？,0
额度能提高吗,提高额度,1
'为啥我不能袋,不是微粒贷邀请的客,0
周末怎么不能国华月月盈？,亲，麻烦帮查下我为什么买不了国华月月盈，谢谢。,1
现在还有领取优惠券的活动吗？,给我来优惠券,1
支持的银行卡,建行都不可以的吗？,1
为什么开通不了,为什么会贷款失败？,1
不能借钱,下载了，可我想贷款，找不到关于这个的,0
10万元。五期还完，每期还多,如何查看还款日,0
我已经还款了，怎么不能再借了？,不可以晚一天还款吗,0
为何没有额度,尼玛的为什么我没有额度,1
1号借几时还款,昨天是还款日，上午9点卡上有钱了，怎么没扣款？昨天还特意问了客服，说会扣的,0
你好，我的还款是每个月几号？,你好，请问还款日凌晨没还，什么时候才可以在还,0
金融危机,机制保障是什么,0
APP上定期存款不显示啊,怎么在APP中找不到定期存款？,1
延后一点点,可不可以迟几天还呀,1
下午一般几点钟有审核电话,下午1点多申请的 会当天电话确认吗,0
为什么我没有额度？我微信2个号每月几万流水，QQ号也是.怎么回事？不是缺那钱，只是为了救急，方便！,为什么消费这么朵居然没额度,1
可以更换还款日期么？,如何调整还款日期,1
为什么我在借款时填写的名字身份证都是对的，可为什么显示错误啊,出现身份证输入错误，可我输的都对的，说无法借款,1
你好！我想问问什么时候还第一个月的利息,如果我借10000元几天还钱不要利息,0
我想借款 提示我身份信息输入错误次数过多,为什么借款时显示我身份证错误次数过多，无法借款,1
多久才能提升借款额度？,多久才能提升信用度 多久才能提升信用度 多久才能提升信用度 重要的事非得要说三遍吗,1
微装贷怎么申请,怎么开通微颗粒贷,1
综合评分没有通过是什么原因,综合评估末通过,1
为什么还款了不能继续借款,为什么我一直按时还款，为什么会评估未通过？,1
意思是我现在还贷不成,逾期的第二天现在为什么不可以自助还款,0
1没有微粒贷,:我微信怎么没有微粒贷图标,1
何时才可以贷款,什么时候可以向微粒袋借钱,1
为什么我的没通过,为什么不满足审批,1
为什么我显示未满足贷款条件,为什么我无法借贷？显示未满足条件呢,1
还款失败，不能使用怎么办,还款成功后额度不能回复了吗？,0
为什么用微粒贷验证码发到原来手机上呢,你好！我在银行保留的电话号码已更换，为何你们系统发验证码仍然发原来号码,1
开户了然后怎么激活微粒贷,转账时提示填写开户地址怎么填写,0
如何修改自动还款银行卡,4月6日我该还第一笔借款的，已绑定了银行卡，怎么没见自动扣钱还款？？？,0
你好，我已经提交借款申请了，但是我不想借了，怎么取消？,不借了，怎麼退,1
确认借款后，怎么没有来确认电话？是有工作时间限制吗,申请贷款后，15分钟之内没来电话？,0
交易流水,我如何查近一年的流水,1
想问一下，我今天的还款是否成功了,如果还了，是否可以继续借款,0
多久提额,你好  请问怎么提升借款额度？,0
一千元日利息多少钱,1000块日利是多少,1
电话一般会在申请后多久来电,一般会在多久会来电话？,1
停用微粒贷,帮我关闭这个微粒贷,1
未满足微众银行审核要求，无法借款,你好，我怎么无法借款呢？是哪里出现问题了呢？,0
5万借一年 每月本息还多少,你好 比如借一万 三个月还 利息多少,0
领优惠券,请问有没有优惠券了,1
提前还款利息会降低吗,如果我提前还清了，到次月又扣了我卡上钱怎么办,0
昨天是扣款日，我中午存进去的钱，现在还没扣款。赶紧扣款，别影响征信,我的款还进去了吗,0
怎样满足微众银行审批要求,什么才是审批要求,0
各行限额,建行众银行卡限额是多少？,1
APP哪儿下载,3下载,0
如果将原来的电话号码改成现在的电话号码呢？,就是我的银行卡的手机绑定号换了，已经在银行更换了，怎么在微粒里面手机验证还发之前的手机号码,0
开通微粒贷要满足什么条件,开通微粒,1
为什么我的手机不支持呢！,为什么我手机上开不出微粒货,1
零钱怎么不能还？,微信怎么还款呢,0
2千块钱一天的利息是多少啊,1万元一天多钱利息,1
什么时候可以做贷款,什么时候可以拥有你们贷款特权,1
什么取消借款,你好，我又一笔借钱未接到电话，可以取消嘛,0
强开可信吗,强制开通微粒贷我是你们的老客户了,1
身份信息错误多无法借款,身份信心输入多次错误不能借款,1
先还一万元可以吗,先还一部分可以吗,1
还款错误,卡里钱是充足的，怎还款失败,0
填资料,信息笫一次有错误,0
昨天晚上电话没接到，我自己能不能和你们电话确认,自动还款失败,0
你好，我的微粒贷己结清，现在要办一笔房贷，银行要求我提供结清证明和柜台流水，你们可以提供吗?,你好，怎么开结清证明？影响房贷审批,0
一个月连本带息还多少,请问百分之0.05的月息是多少？,0
你为啥还不扣钱,为什么你们逾期的客户都给微粒贷，而我们信用良好的却不给,0
你好！因提现没到帐，逾期一天对我的信用度有影响吗？,你好，我这个月本该2号还款，确实因为特殊原因超期4天，这种情况对我的征信有影响吗？,1
没有扣费,身份验证后多久到账,0
如何一个月还清,如何可以提前还,1
微米粒怎么用,怎么用不了,1
请问我借1000利息大概多少,怎么我今天借款。到下个月18号就有50的利息。是怎么算出来的,1
为什么我的自动还款没有扣除,五点前我往卡里存钱了，但是至今还没有扣款,1
你们的客服电话什么时候打过来？等了两个小时了。,你好，我申请的，多久会回电？,1
为什么我被降低额度了,为什么我的额度降了那么多,1
希望可以早点邀请我/呲牙/调皮,上次不是说邀请我吗,1
怎么更改预留电话号码,我已经换手机号码啦怎么操作呢,1
几天批款,借到钱后，客服多久会联系我,0
QQ怎么申请,qq微立贷怎么开通？,0
你好，我的借款还有好几个月还清，如果我现在提前还清，额度什么时候可以恢复,提前还款能否开证明,0
怎么还,怎么还款啊不会啊,1
如何更改电话,电话更改了,1
交易流水打印,有没有时间长些的消费贷？,0
所有资料都对，为什么说不对开通不了,香港人开不了,0
我朋友的手机微信里面怎么还没开放微粒贷？,我朋友为什么有微粒贷，我们还没呢,1
可不可以降额度,如果借钱，以后还钱清完了。会不会对微粒贷的额度下降影响？,0
不是客人,不知道啥时候可以对我开放,0
什么时间开始收取利息,你好！我想问问什么时候还第一个月的利息,1
利率,借38000的话，每月的利息是多少钱？,0
我是说要还的款我早己存在了卡上，今早收到信息说扣款未成功，我怕因为你们的系统问题影响了我的征信,我在星期六凌晨一点多还款10070微信说还款不成功，可是银行钱被口走了联系你们客服说会退回去，可是到现在也没有看到钱回来？,0
我想换下手机号码接收信息,可以修改接听确认电话号码吗？,1
10000的借款5个月还，利息是多少,10万利息多少,0
为什么我的微粒贷没开通,我微信的窗口怎么没微粒贷呢？,1
怎样达到审批标准,为什么没通过,0
也没有看到无法登录的按钮,app登不了,1
我用别的银行卡怎么还款啊,还款能用其他银行卡吗？,1
左在那里获得优惠券？,在哪可以获取优惠卷,1
什么时候再次致电,一般来说多久会再来电,1
一个月的利息是346元吗,利息是多少,1
没额度,没有额度,1
不是说15分钟到账吗？,不是一借最低就是5月吗,0
现在不能提前还款吗？,我现在没办法还款什么原因,1
综合评估末通过,这个怎么才能通过,0
5000借款，日息多少,一万元借一个月应付多少利息,0
到哪了开户,台胞證是否可以開戶？,0
你们的客服热线号码多少,'客服电话号码是多少谢谢,1
麻烦问一下几点扣款,刚刚没有余额，扣款没成功，什么时候重新扣款,0
可以贷款了没,微粒贷购买苹果7plus,0
现在不能提前还款了吗,现在为什么我不能还款,1
我想问一下我借款选择分5个月还清，但是我可能3个月之内就可以还清，如果我3个月还清这个利息是按5个月的利息分期算的，还是就是我还清前按日利率算的,提前还款还收手续费吗？,0
0.05利息一万一天多少钱,当天借款当天24:00前还，要收手续费吗？,0
额度低了,哪天给我涨额度啊神,1
什么时候给给借款名额？,主动还完多久才可以再次借款？,0
1:为什么我没有微粒贷,18岁可以有微粒贷吗,0
我这个还款日期已经到，但是还没扣款，会不会有什么影响,"您好，我最近结清了一笔4000,一笔5000的借款，请开下这2笔结清证明      还有一笔13000的近期结清",0
我如果借了款之后现在提前还清后额度还会有吗？,提前还清,0
